link_id,record_id,cluster_id,paper_id,doi,entity_id,entity_type,molecule_id,preferred_name,matched_alias,match_start,match_end,match_basis,link_confidence,link_scope,ambiguity_status,link_status,resolved_canonical_smiles,resolved_inchikey,resolved_molecular_formula,identity_resolution_tier,identity_resolution_status,identity_resolution_source
ELINK-e65d538017c144bd52,UKB-0037df5633a625ea006e,CONDCL-e9382736d0910f2053,ZPC-000385,10.1166/jnn.2013.6011,MOL-368275596029,existing_molecule,MOL-368275596029,BNMBC,BNMBC,315,320,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-19cff3b7e235d48b92,UKB-0037df5633a625ea006e,CONDCL-e9382736d0910f2053,ZPC-000385,10.1166/jnn.2013.6011,MOL-368275596029,existing_molecule,MOL-368275596029,BNMBC,BNMBC,78,83,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-73523a6d1bc66e8a57,UKB-0037df5633a625ea006e,CONDCL-e9382736d0910f2053,ZPC-000385,10.1166/jnn.2013.6011,MOL-9843439b053e,existing_molecule,MOL-9843439b053e,BNBC,BNBC,274,278,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-0f89cc040ec4907854,UKB-0037df5633a625ea006e,CONDCL-e9382736d0910f2053,ZPC-000385,10.1166/jnn.2013.6011,MOL-9843439b053e,existing_molecule,MOL-9843439b053e,BNBC,BNBC,280,284,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-d7e36bd312b1a2026d,UKB-0037df5633a625ea006e,CONDCL-e9382736d0910f2053,ZPC-000385,10.1166/jnn.2013.6011,MOL-9843439b053e,existing_molecule,MOL-9843439b053e,BNBC,BNBC,54,58,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-570d4d0985fd9a5fd3,UKB-006ffe8f6f8ea36b22f3,CONDCL-b20c087a01bb9117a4,ZPC-000285,10.1016/j.porgcoat.2020.105546,SRCENT-973108374789b87a33,source_local_unresolved,,Irgacure 184,Irgacure 184,135,147,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)C1(O)CCCCC1,QNODIIQQMGDSEF-UHFFFAOYSA-N,C13H16O2,A_text_crosschecked,source_local_identity_accepted,source_text_plus_pubchem
ELINK-8ebbefc12251b99ded,UKB-006ffe8f6f8ea36b22f3,CONDCL-b20c087a01bb9117a4,ZPC-000285,10.1016/j.porgcoat.2020.105546,SRCENT-973108374789b87a33,source_local_unresolved,,Irgacure 184,Irgacure 184,397,409,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)C1(O)CCCCC1,QNODIIQQMGDSEF-UHFFFAOYSA-N,C13H16O2,A_text_crosschecked,source_local_identity_accepted,source_text_plus_pubchem
ELINK-4407442bd5385bb1e3,UKB-006ffe8f6f8ea36b22f3,CONDCL-b20c087a01bb9117a4,ZPC-000285,10.1016/j.porgcoat.2020.105546,SRCENT-973108374789b87a33,source_local_unresolved,,Irgacure 184,Irgacure 184,480,492,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)C1(O)CCCCC1,QNODIIQQMGDSEF-UHFFFAOYSA-N,C13H16O2,A_text_crosschecked,source_local_identity_accepted,source_text_plus_pubchem
ELINK-87c11e3d104f0a36ca,UKB-006ffe8f6f8ea36b22f3,CONDCL-b20c087a01bb9117a4,ZPC-000285,10.1016/j.porgcoat.2020.105546,SRCENT-973108374789b87a33,source_local_unresolved,,Irgacure 184,Irgacure 184,687,699,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)C1(O)CCCCC1,QNODIIQQMGDSEF-UHFFFAOYSA-N,C13H16O2,A_text_crosschecked,source_local_identity_accepted,source_text_plus_pubchem
ELINK-4a98b011979f12f989,UKB-00c44242129a3656e977,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,136,141,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-fccf159dc085e87aff,UKB-00cbf76e288e95a831ba,CONDCL-c6e145df2d6a3c8172,zotero_XAY2YYCX,10.1021/ma9007785,MOL-c71bf0ae480a,existing_molecule,MOL-c71bf0ae480a,B3K,B3K,165,168,exact_alias_in_evidence_anchor,source_scoped_name_exact,source_scoped,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-46c112f33c3cb0ab1b,UKB-00cf44f942f5da0523d5,CONDCL-32490d51ff5c5e4fad,ZPC-005809,10.1021/ma900887h,SRCENT-0d4562c4e63a81d0b5,source_local_unresolved,,benzophenone,benzophenone,300,312,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem
ELINK-f17edb44b2fe18dc0e,UKB-00cf44f942f5da0523d5,CONDCL-32490d51ff5c5e4fad,ZPC-005809,10.1021/ma900887h,SRCENT-0d4562c4e63a81d0b5,source_local_unresolved,,benzophenone,benzophenone,758,770,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem
ELINK-728fa85d3bf8a012d9,UKB-00dba4a99fe82118c34a,CONDCL-6d0ab5e555a1799857,ZPC-004102,10.1364/oe.20.019030,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,86,91,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-72f726dc1325db504a,UKB-0120ee46a38e73ddf869,,ZPC-000049,10.1039/d4sc03527e,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,210,214,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-53b289701498f8ecf4,UKB-0120ee46a38e73ddf869,,ZPC-000049,10.1039/d4sc03527e,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,32,36,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-27d2ecb349a3d0aa13,UKB-0120ee46a38e73ddf869,,ZPC-000049,10.1039/d4sc03527e,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,417,421,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-3fbfe71d7db22f60ff,UKB-0120ee46a38e73ddf869,,ZPC-000049,10.1039/d4sc03527e,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,521,525,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-ed3490356ec1756ce2,UKB-0120ee46a38e73ddf869,,ZPC-000049,10.1039/d4sc03527e,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,86,90,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-fb8e2d68f2a0b1f70e,UKB-0120ee46a38e73ddf869,,ZPC-000049,10.1039/d4sc03527e,SRCENT-b2b70ef58fcc0b4c09,source_local_unresolved,,PI 23,PI 23,553,558,source_local_PI_label_pattern,source_local_label_candidate,single_source_only,identity_unresolved,unresolved_entity_link,,,,,,
ELINK-888f6a43282e2e0c87,UKB-0123c326b591b9370b94,CONDCL-5807e4bca6a3aec4ce,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,130,134,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-91fb565a2d5c342466,UKB-0123c326b591b9370b94,CONDCL-5807e4bca6a3aec4ce,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,15,19,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-dd75c801496eda518d,UKB-0123c326b591b9370b94,CONDCL-5807e4bca6a3aec4ce,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,174,178,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-71ee1d04c76c7ebf36,UKB-0123c326b591b9370b94,CONDCL-5807e4bca6a3aec4ce,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,564,568,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-89b256aa30bea94e67,UKB-0123c326b591b9370b94,CONDCL-5807e4bca6a3aec4ce,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,582,586,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f8da20785cb7557a3d,UKB-0123c326b591b9370b94,CONDCL-5807e4bca6a3aec4ce,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,709,713,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-941487a898445ce1ff,UKB-0123c326b591b9370b94,CONDCL-5807e4bca6a3aec4ce,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,82,86,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f19b36720a99ba8fcb,UKB-01d4e46eb98a735258ca,CONDCL-2e98b346eba6683fe9,ZPC-004425,10.1021/acs.macromol.0c01518,MOL-280d9282c038,existing_molecule,MOL-280d9282c038,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",BDEBP,47,52,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b486a3936d21fc6a47,UKB-01d4e46eb98a735258ca,CONDCL-2e98b346eba6683fe9,ZPC-004425,10.1021/acs.macromol.0c01518,MOL-ca4ef42111bb,existing_molecule,MOL-ca4ef42111bb,V-Shape (paper-defined two-branched oligo(phenyleneethynylene) PI),V-Shape,14,21,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f7e6a4a30974f8a59a,UKB-01d4e46eb98a735258ca,CONDCL-2e98b346eba6683fe9,ZPC-004425,10.1021/acs.macromol.0c01518,MOL-cac56d384c4a,existing_molecule,MOL-cac56d384c4a,Oct (paper-defined three-branched oligo(phenyleneethynylene) PI),Oct,29,32,exact_alias_in_evidence_anchor,source_scoped_structure_backed_exact,source_scoped,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b33d7b04fab11fd227,UKB-01f99c2d78976401e60d,CONDCL-83f8bc2fc3248c6360,ZPC-000711,10.1039/c9py01819k,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,253,256,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-ff99fa2852f324cda7,UKB-01f99c2d78976401e60d,CONDCL-83f8bc2fc3248c6360,ZPC-000711,10.1039/c9py01819k,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,322,325,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-29c5a926121adb0b5a,UKB-01f99c2d78976401e60d,CONDCL-83f8bc2fc3248c6360,ZPC-000711,10.1039/c9py01819k,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,910,913,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-5f0398da1ec79df4aa,UKB-02187d239e2c334d8001,CONDCL-24359671a82c15c8a0,OA2P-000498,10.3762/bjoc.9.101,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,188,192,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-27d3f92c4f538992b6,UKB-0235c0481294c88288a0,CONDCL-762b3caf3940be69c4,ZPC-000031,10.1021/acs.macromol.7b00089,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,380,385,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-4e70a0164fbc7bbd8a,UKB-0235c0481294c88288a0,CONDCL-762b3caf3940be69c4,ZPC-000031,10.1021/acs.macromol.7b00089,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,622,627,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-2a3bd1a80678ea8e19,UKB-0235c0481294c88288a0,CONDCL-762b3caf3940be69c4,ZPC-000031,10.1021/acs.macromol.7b00089,SRCENT-90e15f63df794f3e59,source_local_unresolved,,OXE01,OXE01,132,137,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CCCCCC/C(=N\OC(=O)c1ccccc1)C(=O)c1ccc(Sc2ccccc2)cc1,LOCXTTRLSIDGPS-AZPGRJICSA-N,C27H27NO3S,A_auto,automatic_closed_repeated_strict_panel_structure,repeated_strict_source_panels
ELINK-296b0422cdee1dd186,UKB-0249a3a61b921d755bdd,,ZPC-000385,10.1166/jnn.2013.6011,MOL-368275596029,existing_molecule,MOL-368275596029,BNMBC,BNMBC,13,18,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f8bf27f3bace286b34,UKB-0249a3a61b921d755bdd,,ZPC-000385,10.1166/jnn.2013.6011,MOL-368275596029,existing_molecule,MOL-368275596029,BNMBC,BNMBC,986,991,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-097954e52159d2c384,UKB-0249a3a61b921d755bdd,,ZPC-000385,10.1166/jnn.2013.6011,MOL-9843439b053e,existing_molecule,MOL-9843439b053e,BNBC,BNBC,129,133,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-8bb0bae66800d9408d,UKB-0249a3a61b921d755bdd,,ZPC-000385,10.1166/jnn.2013.6011,MOL-9843439b053e,existing_molecule,MOL-9843439b053e,BNBC,BNBC,1291,1295,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-dea8550856b1a0229b,UKB-02aa564e624f1ad9dbf8,CONDCL-762b3caf3940be69c4,ZPC-000031,10.1021/acs.macromol.7b00089,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,586,591,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-c53575e4b94ec222da,UKB-02aa564e624f1ad9dbf8,CONDCL-762b3caf3940be69c4,ZPC-000031,10.1021/acs.macromol.7b00089,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,828,833,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f440c796e6a652b68c,UKB-02aa564e624f1ad9dbf8,CONDCL-762b3caf3940be69c4,ZPC-000031,10.1021/acs.macromol.7b00089,SRCENT-90e15f63df794f3e59,source_local_unresolved,,OXE01,OXE01,338,343,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CCCCCC/C(=N\OC(=O)c1ccccc1)C(=O)c1ccc(Sc2ccccc2)cc1,LOCXTTRLSIDGPS-AZPGRJICSA-N,C27H27NO3S,A_auto,automatic_closed_repeated_strict_panel_structure,repeated_strict_source_panels
ELINK-394af3aacbba2f341d,UKB-02f257954a7328f9e9b6,CONDCL-3da1355969c7cc8a2f,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,711,715,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-1816ffce409c2db633,UKB-03509c6060c27a77c136,CONDCL-bef457c453b4efea39,ZPC-005809,10.1021/ma900887h,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,106,111,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-d8831a77f963ce6088,UKB-03509c6060c27a77c136,CONDCL-bef457c453b4efea39,ZPC-005809,10.1021/ma900887h,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,381,386,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-ab6136fbcf538f6b33,UKB-03509c6060c27a77c136,CONDCL-bef457c453b4efea39,ZPC-005809,10.1021/ma900887h,SRCENT-0d4562c4e63a81d0b5,source_local_unresolved,,benzophenone,benzophenone,0,12,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem
ELINK-15eb2e27f0abeb6b7f,UKB-03509c6060c27a77c136,CONDCL-bef457c453b4efea39,ZPC-005809,10.1021/ma900887h,SRCENT-0d4562c4e63a81d0b5,source_local_unresolved,,benzophenone,benzophenone,127,139,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem
ELINK-8131a20f6fe458e82f,UKB-03a066c7b493773dcf04,CONDCL-8d260ade0f32f2663e,zotero_D47BE9ZL,10.1166/jnn.2013.6011,MOL-368275596029,existing_molecule,MOL-368275596029,BNMBC,BNMBC,509,514,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-cfa45a975db9918dd6,UKB-03c0ab2671d62325467a,CONDCL-3eb10e6dfab9703cf6,ZPC-005973,10.1016/j.porgcoat.2021.106214,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,409,412,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-003257e0c400e8bb11,UKB-03c0ab2671d62325467a,CONDCL-3eb10e6dfab9703cf6,ZPC-005973,10.1016/j.porgcoat.2021.106214,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,555,558,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-04c7cf3031ec87b744,UKB-03c0ab2671d62325467a,CONDCL-3eb10e6dfab9703cf6,ZPC-005973,10.1016/j.porgcoat.2021.106214,SRCENT-60ad136656e7ed0d46,source_local_unresolved,,thioxanthone,thioxanthone,700,712,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem
ELINK-88e326ca3bf41812ea,UKB-03c90c8890c64518b5a7,CONDCL-dd556ce6f5c9b945db,ZPC-000605,10.1021/acsapm.0c01291,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,269,272,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-95bd9f22ef4babdc8c,UKB-0409ffe6f2f76ce05562,CONDCL-fd19f0a8b0da665449,ZPC-000049,10.1039/d4sc03527e,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,198,202,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-e8db3a66bec678fbc5,UKB-0409ffe6f2f76ce05562,CONDCL-fd19f0a8b0da665449,ZPC-000049,10.1039/d4sc03527e,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,468,472,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-79f2af1b6406c6e985,UKB-04a5202cfac4883ac02f,CONDCL-38115841319ab3dd79,ZPC-004425,10.1021/acs.macromol.0c01518,MOL-ca4ef42111bb,existing_molecule,MOL-ca4ef42111bb,V-Shape (paper-defined two-branched oligo(phenyleneethynylene) PI),V-Shape,327,334,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-438b5bf2e187fdad22,UKB-04a5202cfac4883ac02f,CONDCL-38115841319ab3dd79,ZPC-004425,10.1021/acs.macromol.0c01518,MOL-cac56d384c4a,existing_molecule,MOL-cac56d384c4a,Oct (paper-defined three-branched oligo(phenyleneethynylene) PI),Oct,339,342,exact_alias_in_evidence_anchor,source_scoped_structure_backed_exact,source_scoped,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-96b5d28b52cc382c6a,UKB-04a687494193b6752965,CONDCL-b9604f88bbc73299ef,ZPC-004762,10.1021/acs.macromol.8b02640,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,726,729,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-02b0c11df46a2c03b4,UKB-04a9758f7f40e2927c6f,CONDCL-460dbc6df77f1b610b,zotero_H5G5DD8B,10.1002/polb.24891,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,425,428,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-284e35099f52d09a0b,UKB-04ffca6a1486414fd148,CONDCL-10022ab7958acfae12,ZPC-000320,10.1016/j.procir.2013.01.044,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,159,163,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-86f809ae99485c3520,UKB-04ffca6a1486414fd148,CONDCL-10022ab7958acfae12,ZPC-000320,10.1016/j.procir.2013.01.044,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,896,900,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-c91e495c0f10b78b60,UKB-052228d524b33b4812e3,,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,83,87,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-332298be821414c362,UKB-0536c0ebe40050a0af53,CONDCL-4d4d21cd4a15ea7b59,ZPC-004056,10.1016/j.isci.2021.103600,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,133,136,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-44aa1677546af4b20b,UKB-054eab0e90238a08f7a1,CONDCL-e75963dffca9ce004e,ZPC-002104,10.1021/acsapm.5c01802,SRCENT-189545e4be17562b10,source_local_unresolved,,PI 2,PI 2,38,42,source_local_PI_label_pattern,source_local_label_candidate,single_source_only,identity_unresolved,unresolved_entity_link,,,,,,
ELINK-1a7c0047eaf78cc7f7,UKB-058b955e78745fa46103,CONDCL-e369821c5de830e112,zotero_AU74BQZ6,10.37188/lam.2023.004,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,372,375,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
