formulation_cluster_id,cluster_id,paper_id,doi,source_lane,page_hint,field_groups,field_values_json,molecule_ids,source_local_entity_ids,preferred_names,entity_count,structure_backed_entity_count,identity_resolution,formulation_status,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_use_status,existing_condition_ids,crosschecked_source_local_entity_ids,crosschecked_source_local_inchikeys,identity_enrichment_status,accepted_source_local_entity_ids_v5,accepted_source_local_inchikeys_v5,accepted_source_local_entity_ids_v6,accepted_source_local_inchikeys_v6,accepted_source_local_entity_ids_v7,accepted_source_local_inchikeys_v7,accepted_source_local_entity_ids_v8,accepted_source_local_inchikeys_v8,accepted_source_local_entity_ids_v9,accepted_source_local_inchikeys_v9,accepted_source_local_entity_ids_v11,accepted_source_local_inchikeys_v11
FORM-4f4972dd7c608cdcba,CONDCL-9717288e1401ec9e64,ZPC-005840,10.1002/adom.201901040,out_of_scope_for_expansion,5,repetition_rate_MHz,"{""repetition_rate_MHz"": [{""normalized"": ""80"", ""normalized_unit"": ""MHz"", ""raw"": ""80 MHz"", ""raw_unit"": ""MHz""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-0b5b3726bfd6c99fac,CONDCL-19285be85407980fb4,zotero_3UHK5MQX,10.1002/adom.201901040,out_of_scope_for_expansion,6,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-2fa46719bdfb,,,,,,,,,,,,,,,
FORM-9b1295485695f908f1,CONDCL-918634e05109795af6,zotero_3UHK5MQX,10.1002/adom.201901040,out_of_scope_for_expansion,6,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-3d6df28c74e9,,,,,,,,,,,,,,,
FORM-b473f9ee21fa76bc41,CONDCL-cd14b39f63ed413c70,ZPC-005840,10.1002/adom.201901040,out_of_scope_for_expansion,6,dwell_time_ms,"{""dwell_time_ms"": [{""normalized"": ""0.001"", ""normalized_unit"": ""ms"", ""raw"": ""1 µs"", ""raw_unit"": ""µs""}, {""normalized"": ""2"", ""normalized_unit"": ""ms"", ""raw"": ""2 ms"", ""raw_unit"": ""ms""}, {""normalized"": ""200"", ""normalized_unit"": ""ms"", ""raw"": ""0.2 s"", ""raw_unit"": ""s""}, {""normalized"": ""10000"", ""normalized_unit"": ""ms"", ""raw"": ""10 s"", ""raw_unit"": ""s""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-d5ede18a382d9a21d9,CONDCL-e96d5e6be323ebd6e8,zotero_3UHK5MQX,10.1002/adom.201901040,out_of_scope_for_expansion,9,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-47f521c16b0c,,,,,,,,,,,,,,,
FORM-0812e68eab390c8805,CONDCL-74adb86427ad34330a,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,10,power_measurement_plane,"{""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""At focus"", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-88b6ae7e0615d01587,CONDCL-afda10630033959362,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,11,objective_NA;pi_loading;repetition_rate_MHz;wavelength_nm,"{""objective_NA"": [{""normalized"": ""0.6"", ""normalized_unit"": ""dimensionless"", ""raw"": ""0.6"", ""raw_unit"": """"}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""5.6 mm"", ""raw_unit"": ""mm""}], ""repetition_rate_MHz"": [{""normalized"": ""0.001"", ""normalized_unit"": ""MHz"", ""raw"": ""1 kHz"", ""raw_unit"": ""kHz""}, {""normalized"": ""0.2"", ""normalized_unit"": ""MHz"", ""raw"": ""200 kHz"", ""raw_unit"": ""kHz""}, {""normalized"": ""100"", ""normalized_unit"": ""MHz"", ""raw"": ""100 MHz"", ""raw_unit"": ""MHz""}, {""normalized"": ""80"", ""normalized_unit"": ""MHz"", ""raw"": ""80 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""820"", ""normalized_unit"": ""nm"", ""raw"": ""820 nm"", ""raw_unit"": ""nm""}]}",MOL-1cf7a6e2aeef,,DETC,1,0,contains_existing_name_identity_candidate,multi_field_identity_linked_candidate,false,3,atmosphere;geometry;motion_or_dwell;power_plane;pulse_width,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-86ca8c17a047ec343b,CONDCL-03812a62c860430b19,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,12,laser_power;objective_NA;pulse_width_fs;repetition_rate_MHz,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""1600"", ""normalized_unit"": ""mW"", ""raw"": ""1.6 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1.6 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""3 W"", ""raw_unit"": ""W""}, {""normalized"": ""3000"", ""normalized_unit"": ""mW"", ""raw"": ""3 W"", ""raw_unit"": ""W""}], ""objective_NA"": [{""normalized"": ""1"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""100"", ""normalized_unit"": ""fs"", ""raw"": ""100 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""100"", ""normalized_unit"": ""MHz"", ""raw"": ""100 MHz"", ""raw_unit"": ""MHz""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,3,atmosphere;geometry;motion_or_dwell;power_plane;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-fe354fc340e8b39ef7,CONDCL-22e1418bbc93d28415,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,2,power_measurement_plane,"{""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""in the focal plane"", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-afa979299d26065447,CONDCL-ef0031bab159d2bbe1,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,3,objective_NA;wavelength_nm,"{""objective_NA"": [{""normalized"": ""1.4"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.4"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-b41e82ce6df9e84ac6,CONDCL-44fb8692d48bca5691,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,3,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-db7925d838d23d0c4b,CONDCL-635933a7bd3f4483ec,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,4,objective_NA;wavelength_nm,"{""objective_NA"": [{""normalized"": ""1.4"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.4"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-3cf7bc60e335ea96d7,CONDCL-c6932b48a8e069ef99,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,5,laser_power,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""12 W"", ""raw_unit"": ""W""}, {""normalized"": ""12000"", ""normalized_unit"": ""mW"", ""raw"": ""12 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""16 W"", ""raw_unit"": ""W""}, {""normalized"": ""16000"", ""normalized_unit"": ""mW"", ""raw"": ""16 W"", ""raw_unit"": ""W""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-99184af6671bbe476b,CONDCL-f80321bc40d151bf03,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,6,power_measurement_plane;pulse_width_fs;wavelength_nm,"{""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""in the focus"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""100"", ""normalized_unit"": ""fs"", ""raw"": ""100 fs"", ""raw_unit"": ""fs""}, {""normalized"": ""1000"", ""normalized_unit"": ""fs"", ""raw"": ""1 ps"", ""raw_unit"": ""ps""}], ""wavelength_nm"": [{""normalized"": ""790"", ""normalized_unit"": ""nm"", ""raw"": ""790 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,3,atmosphere;focusing;geometry;motion_or_dwell;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-89e3bdb64630ed7079,CONDCL-1be80af2a60bab50b2,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,6,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-d6f300d919f69145ac,CONDCL-48ac9a3addf7191184,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,7,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""1000"", ""normalized_unit"": ""nm"", ""raw"": ""1000 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""364"", ""normalized_unit"": ""nm"", ""raw"": ""364 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-03744fff9d927bcef8,CONDCL-ee99cd1bf100f3c3f0,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,8,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""532"", ""normalized_unit"": ""nm"", ""raw"": ""532 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-cceab4a940d16b03d7,CONDCL-17b62abd07c769856c,OA2P-000049,10.1002/adom.202000895,out_of_scope_for_expansion,8,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",MOL-1cf7a6e2aeef,,DETC,1,0,contains_existing_name_identity_candidate,single_field_identity_linked_context,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-2b1f005cb3d22734ef,CONDCL-c174ca75e54e39c5f9,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,10,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-f5f79edb4faf,,,,,,,,,,,,,,,
FORM-dcb1e0986d7b353183,CONDCL-7ef150040592d254ec,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,13,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-94e5f0fc744e,,,,,,,,,,,,,,,
FORM-94ed26ff7b51006c0b,CONDCL-9ab6e0c67a061d980b,ZPC-005455,10.1002/adom.202200474,core_two_photon,13,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-f1d403d22030a65d09,CONDCL-fee59df60608685a43,ZPC-005455,10.1002/adom.202200474,core_two_photon,14,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""320"", ""normalized_unit"": ""nm"", ""raw"": ""320 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-1233277975440afb88,CONDCL-a7afd248b66de2c0cd,ZPC-005455,10.1002/adom.202200474,core_two_photon,16,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""320"", ""normalized_unit"": ""nm"", ""raw"": ""320 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-369574b9ac8c11d1cb,CONDCL-c82ddf90960a5bf369,ZPC-005455,10.1002/adom.202200474,core_two_photon,17,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""550"", ""normalized_unit"": ""nm"", ""raw"": ""550 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""488"", ""normalized_unit"": ""nm"", ""raw"": ""488 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-bc6c60795d28d4ef0a,CONDCL-0449214f0a7ab5e8f3,ZPC-005455,10.1002/adom.202200474,core_two_photon,19,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""488"", ""normalized_unit"": ""nm"", ""raw"": ""488 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""550"", ""normalized_unit"": ""nm"", ""raw"": ""550 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-de3f3204fb7804806f,CONDCL-8aa06467179bd18d30,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,21,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-6a718811733f,,,,,,,,,,,,,,,
FORM-544d5df656cb3527fb,CONDCL-f063ba07eac27973b6,ZPC-005455,10.1002/adom.202200474,core_two_photon,21,objective_NA;pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""objective_NA"": [{""normalized"": ""1.45"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.45"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""80"", ""normalized_unit"": ""fs"", ""raw"": ""80 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""82"", ""normalized_unit"": ""MHz"", ""raw"": ""82 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,4,atmosphere;geometry;motion_or_dwell;power_plane,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-77950cb8dd5cdfbb08,CONDCL-cfdd94c6b399cc9a84,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,22,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-734d1ae75058,,,,,,,,,,,,,,,
FORM-08ea39e38e21312c16,CONDCL-40d9b9936145cc4615,ZPC-005455,10.1002/adom.202200474,core_two_photon,22,dwell_time_ms;wavelength_nm,"{""dwell_time_ms"": [{""normalized"": ""4"", ""normalized_unit"": ""ms"", ""raw"": ""4 ms"", ""raw_unit"": ""ms""}], ""wavelength_nm"": [{""normalized"": ""500"", ""normalized_unit"": ""nm"", ""raw"": ""500 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-222f2ed420228ea98a,CONDCL-b9a26bf9e50db959bb,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,23,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-f7baaf4ad71d,,,,,,,,,,,,,,,
FORM-315e163de5188444f8,CONDCL-980935da298e091cf9,ZPC-005455,10.1002/adom.202200474,core_two_photon,23,dwell_time_ms;wavelength_nm,"{""dwell_time_ms"": [{""normalized"": ""10000"", ""normalized_unit"": ""ms"", ""raw"": ""10 s"", ""raw_unit"": ""s""}, {""normalized"": ""60000"", ""normalized_unit"": ""ms"", ""raw"": ""60 s"", ""raw_unit"": ""s""}], ""wavelength_nm"": [{""normalized"": ""320"", ""normalized_unit"": ""nm"", ""raw"": ""320 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-c5c7b27a69dca96450,CONDCL-e98c1a535df2059dce,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,24,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-5be9e57b44b0,,,,,,,,,,,,,,,
FORM-18a096445580bdafb4,CONDCL-0ab5177c4ad3db4527,ZPC-005455,10.1002/adom.202200474,core_two_photon,24,objective_NA;pi_loading;wavelength_nm,"{""objective_NA"": [{""normalized"": ""1.4"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.4"", ""raw_unit"": """"}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.8 mg/mL"", ""raw_unit"": ""mg/mL""}], ""wavelength_nm"": [{""normalized"": ""488"", ""normalized_unit"": ""nm"", ""raw"": ""488 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""550"", ""normalized_unit"": ""nm"", ""raw"": ""550 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-a4decf06332053bcd3,CONDCL-4da046415fff569063,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,3,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-3be3ea73216b,,,,,,,,,,,,,,,
FORM-feb972b73c55883e32,CONDCL-d1a42bda49c70fec82,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,3,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-4f3ee5c16e4f,,,,,,,,,,,,,,,
FORM-f6546c0b2ab3f0c99e,CONDCL-16815c8450d4304935,ZPC-005455,10.1002/adom.202200474,core_two_photon,3,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""100"", ""normalized_unit"": ""nm"", ""raw"": ""100 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-dcf38d62f299be5bcd,CONDCL-169e5833a8fb877b31,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,4,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-363d4e14fd0b,,,,,,,,,,,,,,,
FORM-05d85aa57c7a7966ca,CONDCL-63b2f8ee8324ae42ab,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,4,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-23948ea92fb7,,,,,,,,,,,,,,,
FORM-2b54357195a72d29c0,CONDCL-7326c70eba503a8615,zotero_ZI5SFNAQ,10.1002/adom.202200474,core_two_photon,4,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-e30f256095c5,,,,,,,,,,,,,,,
